party_id,country,party_name_short,party_name_english,party_name,family,url,first,last,cabinet_n,election_n,share_max_year,share_max,wikipedia
2871,BGR,BV,Bulgarian Rise,Balgarski vazhod,con,https://parlgov.fly.dev/data/parties/bgr/2871,2022,2023,,2,2022,4.6,https://en.wikipedia.org/wiki/Bulgarian_Rise
2840,BGR,BNO|BN,Bulgarian National Unification | Bulgarian Summer,Bŭlgarsko natsionalno obedinenie | Balgarsko lyato,right,https://parlgov.fly.dev/data/parties/bgr/2840,2021,2021,,2,2021,3,https://en.wikipedia.org/wiki/Bulgarian_National_Unification
2638,BGR,DaB,"Yes, Bulgaria!",Da Bulgaria!,lib,https://parlgov.fly.dev/data/parties/bgr/2638,2017,2022,,2,2022,7.4,"https://en.wikipedia.org/wiki/Yes,_Bulgaria!"
2639,BGR,DOST,"Democrats for Responsibility, Solidarity and Tolerance","Demokrati za Otgovornost, Svoboda i Tolerantnost",lib,https://parlgov.fly.dev/data/parties/bgr/2639,2017,2017,,1,2017,2.9,"https://en.wikipedia.org/wiki/Democrats_for_Responsibility,_Solidarity_and_Tolerance"
57,BGR,DSB|DB,Democrats for a Strong Bulgaria | Democratic Bulgaria,Demokrati za Silna Balgariya | Demokratichna Balgariya,con,https://parlgov.fly.dev/data/parties/bgr/57,2005,2021,1,6,2021,12.6,http://en.wikipedia.org/wiki/Democrats_for_a_Strong_Bulgaria
2170,BGR,DAR,Democratic Alternative for the Republic,Demokratichna Alternativa za Republikata,soc,https://parlgov.fly.dev/data/parties/bgr/2170,1994,1994,,1,1994,3.8,"http://en.wikipedia.org/wiki/Bulgarian_parliamentary_election,_1994"
2213,BGR,BNG,Bulgaria for Citizens Movement,"Dvizhenie ""Balgariya na grazhdanite""",con,https://parlgov.fly.dev/data/parties/bgr/2213,2013,2013,,1,2013,3.3,http://en.wikipedia.org/wiki/Bulgaria_for_Citizens_Movement
2379,BGR,D21,Movement 21,Dvizhenie 21,soc,https://parlgov.fly.dev/data/parties/bgr/2379,2014,2014,,1,2014,1.2,http://bg.wikipedia.org/wiki/%D0%A2%D0%B0%D1%82%D1%8F%D0%BD%D0%B0_%D0%94%D0%BE%D0%BD%D1%87%D0%B5%D0%B2%D0%B0
1362,BGR,DG,George's Day Movement,Dvizhenie Gergyovden,right,https://parlgov.fly.dev/data/parties/bgr/1362,2001,2001,,1,2001,3.6,http://en.wikipedia.org/wiki/George%27s_Day_Movement
1286,BGR,DPS,Movement for Rights and Freedoms,Dvizhenie za Prava i Svobodi,lib,https://parlgov.fly.dev/data/parties/bgr/1286,1991,2023,3,14,2014,14.8,http://en.wikipedia.org/wiki/Movement_for_Rights_and_Freedoms
2178,BGR,ER,Euroroma,Evroroma,spec,https://parlgov.fly.dev/data/parties/bgr/2178,2005,2005,,1,2005,1.2,http://en.wikipedia.org/wiki/Euroroma
800,BGR,FTB,Kingdom of Bulgaria Confederation,Federatsiya Tsarstvo Balgariya ,spec,https://parlgov.fly.dev/data/parties/bgr/800,1991,1994,,2,1991,1.8,
2214,BGR,GN,People's Voice,Glas Naroden,spec,https://parlgov.fly.dev/data/parties/bgr/2214,2013,2014,,2,2013,1.3,https://en.wikipedia.org/wiki/People%27s_Voice_(Bulgaria)
1541,BGR,GERB,Citizens for European Development of Bulgaria,Grazhdani za Evropeysko Razvitie na Balgariya,right,https://parlgov.fly.dev/data/parties/bgr/1541,2007,2023,5,9,2009,39.7,http://en.wikipedia.org/wiki/Citizens_for_European_Development_of_Bulgaria
2836,BGR,ITN,There Is Such a People,Ima takav narod,con,https://parlgov.fly.dev/data/parties/bgr/2836,2021,2023,1,5,2021,24.1,https://en.wikipedia.org/wiki/There_Is_Such_a_People
2774,BGR,I-MK,Independent -- Mincho Kuminev,Independent – Mincho Kuminev,none,https://parlgov.fly.dev/data/parties/bgr/2774,2019,2019,,1,2019,1.2,
2838,BGR,IS,Stand up!,Izpravi se!,soc,https://parlgov.fly.dev/data/parties/bgr/2838,2021,2023,,5,2021,5,https://en.wikipedia.org/wiki/Stand_Up.BG!_We_are_coming!
15,BGR,KSII,Simeon II Coalition,Koalitsiya Simeon II,spec,https://parlgov.fly.dev/data/parties/bgr/15,2001,2001,,1,2001,3.4,
2179,BGR,KR,Coalition of the Rose,Koalitsiya na Rozata,soc,https://parlgov.fly.dev/data/parties/bgr/2179,2005,2005,,1,2005,1.3,http://bg.wikipedia.org/wiki/%D0%9A%D0%BE%D0%B0%D0%BB%D0%B8%D1%86%D0%B8%D1%8F_%D0%BD%D0%B0_%D1%80%D0%BE%D0%B7%D0%B0%D1%82%D0%B0
1160,BGR,KzB|DL,Coalition for Bulgaria | Democratic Left,Koalitsiya za Balgariya | Demokratichna Levitsa,soc,https://parlgov.fly.dev/data/parties/bgr/1160,1991,2021,4,12,1994,43.5,http://en.wikipedia.org/wiki/Coalition_for_Bulgaria
1570,BGR,KPB,Communist Party of Bulgaria,Komunisticheska Partiya na Balgariya,com,https://parlgov.fly.dev/data/parties/bgr/1570,1994,1997,,2,1994,1.5,http://en.wikipedia.org/wiki/Communist_Party_of_Bulgaria
566,BGR,Lider,Lider,Lider,lib,https://parlgov.fly.dev/data/parties/bgr/566,2009,2013,,2,2009,3.3,https://en.wikipedia.org/wiki/Lider_%28political_party%29
2211,BGR,NFSB,National Front for the Salvation of Bulgaria,Natsionalen Front za Spasenie na Balgariya,right,https://parlgov.fly.dev/data/parties/bgr/2211,2013,2021,1,4,2017,9.3,http://en.wikipedia.org/wiki/National_Front_for_the_Salvation_of_Bulgaria
544,BGR,NDSV,National Movement Simeon II,Natsionalno Dvizhenie Simeon Vtori,lib,https://parlgov.fly.dev/data/parties/bgr/544,2001,2019,2,3,2001,42.7,http://en.wikipedia.org/wiki/National_Movement_Simeon_II
2180,BGR,NV,New Times,Novoto vreme,eco,https://parlgov.fly.dev/data/parties/bgr/2180,2005,2005,,1,2005,3,https://bg.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B2%D0%BE%D1%82%D0%BE_%D0%B2%D1%80%D0%B5%D0%BC%D0%B5_%28%D0%BF%D0%B0%D1%80%D1%82%D0%B8%D1%8F%29
784,BGR,ODS,United Democratic Forces,Obedineni Demokratichni Sili,con,https://parlgov.fly.dev/data/parties/bgr/784,1997,2007,1,3,1997,49.1,https://en.wikipedia.org/wiki/Union_of_Democratic_Forces_(Bulgaria)
1149,BGR,OT-SII,Union for Tzar [Simeon II],Obedinenie za Tsar [Simeon II],spec,https://parlgov.fly.dev/data/parties/bgr/1149,1997,2001,,2,2001,1.7,
1161,BGR,PBSD,Party of Bulgarian Social Democrats,Partiya Balgarski Sotsialdemokrati,soc,https://parlgov.fly.dev/data/parties/bgr/1161,2007,2007,,1,2007,1.9,http://en.wikipedia.org/wiki/Party_of_Bulgarian_Social_Democrats
2177,BGR,PS,Patriotic Union,Patriotichen Suyuz,con,https://parlgov.fly.dev/data/parties/bgr/2177,1994,1994,,1,1994,1.4,
2847,BGR,PP,We Continue the Change,Prodalzhavame promyanata,spec,https://parlgov.fly.dev/data/parties/bgr/2847,2021,2023,2,3,2021,25.7,https://en.wikipedia.org/wiki/We_Continue_the_Change
636,BGR,RZS,"Order, Lawfulness and Justice","Red, zakonnost i spravedlivost",right,https://parlgov.fly.dev/data/parties/bgr/636,2009,2013,,2,2009,4.1,"http://en.wikipedia.org/wiki/Order,_Lawfulness,_Justice"
2363,BGR,RB,Reformist Bloc,Reformatorski Blok,con,https://parlgov.fly.dev/data/parties/bgr/2363,2014,2017,1,2,2014,8.9,http://en.wikipedia.org/wiki/Reformist_Bloc
2814,BGR,RzB,Republicans for Bulgaria,Republikantsi za Balgariya,con,https://parlgov.fly.dev/data/parties/bgr/2814,2021,2021,,1,2021,1.3,https://en.wikipedia.org/wiki/Republicans_for_Bulgaria
1254,BGR,SK,Blue Coalition,Sinyata Koalitsiya,con,https://parlgov.fly.dev/data/parties/bgr/1254,2009,2009,,1,2009,6.8,http://en.wikipedia.org/wiki/Blue_Coalition
2176,BGR,SNI,"""New Choice"" Union","Suyuz ""Nov izbor""",lib,https://parlgov.fly.dev/data/parties/bgr/2176,1994,1994,,1,1994,1.5,
423,BGR,SDS,Union of Democratic Forces,Suyuz na Demokratichnite Sili,chr,https://parlgov.fly.dev/data/parties/bgr/423,1991,2013,3,3,1991,34.4,http://en.wikipedia.org/wiki/Union_of_the_Democratic_Forces_(Bulgaria)
2175,BGR,SDS-l,Union of Democratic Forces -- Liberal,Suyuz na Demokratichnite Sili – Liberali,lib,https://parlgov.fly.dev/data/parties/bgr/2175,1991,1991,,1,1991,2.8,
2174,BGR,SDS-ts,Union of Democratic Forces -- Centre,Suyuz na Demokratichnite Sili – Tsentur,soc,https://parlgov.fly.dev/data/parties/bgr/2174,1991,1991,,1,1991,3.2,http://en.wikipedia.org/wiki/SDS-Center
2595,BGR,CSD,Centre -- Freedom and Dignity,Tsentŭr – Svoboda i dostoĭnstvo,lib,https://parlgov.fly.dev/data/parties/bgr/2595,2013,2013,,1,2013,1.6,
2212,BGR,VMRO,IMRO -- Bulgarian National Movement,VMRO – Balgarsko Natsionalno Dvizhenie,con,https://parlgov.fly.dev/data/parties/bgr/2212,2013,2021,,4,2021,3.6,http://en.wikipedia.org/wiki/IMRO_%E2%80%93_Bulgarian_National_Movement
2640,BGR,R,Revival,Vazrazhdane,right,https://parlgov.fly.dev/data/parties/bgr/2640,2017,2023,,6,2023,13.6,https://en.wikipedia.org/wiki/Revival_(Bulgarian_political_party)
2637,BGR,Volya,Will,Volya,right,https://parlgov.fly.dev/data/parties/bgr/2637,2017,2019,,1,2017,4.3,https://en.wikipedia.org/wiki/Volya_(Bulgarian_political_party)
353,BGR,ZNS,Agrarian People's Union,Zemedelski Naroden Suyuz,agr,https://parlgov.fly.dev/data/parties/bgr/353,1991,2009,1,2,1994,6.5,http://en.wikipedia.org/wiki/Agrarian_People's_Union
1307,CAN,BPC,Bloc Populaire Canadien,Bloc Populaire Canadien,spec,https://parlgov.fly.dev/data/parties/can/1307,1945,1945,,1,1945,3.6,http://en.wikipedia.org/wiki/Bloc_Populaire_Canadien
448,CAN,BQ,Quebec Bloc,Bloc Québécois,soc,https://parlgov.fly.dev/data/parties/can/448,1993,2021,,10,1993,13.5,http://en.wikipedia.org/wiki/Quebec_Bloc
296,CAN,CCF|NDP,Co-operative Commonwealth Federation | New Democratic Party,Co-operative Commonwealth Federation | New Democratic Party,soc,https://parlgov.fly.dev/data/parties/can/296,1935,2021,,27,2011,30.6,http://en.wikipedia.org/wiki/New_Democratic_Party_of_Canada
556,CAN,CP|LPP,Communist (Labour-Progressive) Party,Communist (Labour-Progressive) Party,com,https://parlgov.fly.dev/data/parties/can/556,1945,1965,,5,1945,2.1,http://en.wikipedia.org/wiki/Communist_Party_of_Canada
1255,CAN,CPC,Conservative Party of Canada,Conservative Party of Canada,con,https://parlgov.fly.dev/data/parties/can/1255,2004,2021,3,7,2011,39.6,http://en.wikipedia.org/wiki/Conservative_Party_of_Canada
1259,CAN,GPC,Green Party of Canada,Green Party of Canada,eco,https://parlgov.fly.dev/data/parties/can/1259,1997,2021,,9,2008,6.8,http://en.wikipedia.org/wiki/Green_party_of_canada
2427,CAN,L,Labour Party,Labour Party,soc,https://parlgov.fly.dev/data/parties/can/2427,1921,1930,,4,1921,2.3,https://en.wikipedia.org/wiki/Canadian_Labour_Party
368,CAN,LP,Liberal Party of Canada,Liberal Party of Canada,lib,https://parlgov.fly.dev/data/parties/can/368,1900,2021,27,36,1904,52,http://en.wikipedia.org/wiki/Liberal_Party_%28Canada%29
2085,CAN,LL,Liberal-Labour,Liberal-Labour,lib,https://parlgov.fly.dev/data/parties/can/2085,1949,1962,,4,1949,0.2,http://en.wikipedia.org/wiki/Liberal-Labour_(Canada)
2142,CAN,NPC,National Party of Canada,National Party of Canada,soc,https://parlgov.fly.dev/data/parties/can/2142,1993,1993,,1,1993,1.4,http://en.wikipedia.org/wiki/National_Party_of_Canada
2148,CAN,PR,Rhinoceros Party,Parti Rhinoceros,spec,https://parlgov.fly.dev/data/parties/can/2148,1972,1984,,4,1980,1,http://en.wikipedia.org/wiki/Rhinoceros_Party_of_Canada_%281963%E2%80%931993%29
2791,CAN,PPC,People's Party of Canada,People's Party of Canada,right,https://parlgov.fly.dev/data/parties/can/2791,2019,2021,,2,2021,4.9,https://en.wikipedia.org/wiki/People%27s_Party_of_Canada
794,CAN,PCP,Progressive Conservative Party of Canada,Progressive Conservative Party of Canada,con,https://parlgov.fly.dev/data/parties/can/794,1900,2000,12,29,1917,57,http://en.wikipedia.org/wiki/Progressive_Conservative_Party_of_Canada
2566,CAN,PPC-19,Progressive Party of Canada (1919),Progressive Party of Canada (1919),agr,https://parlgov.fly.dev/data/parties/can/2566,1921,1930,,4,1921,22.9,https://en.wikipedia.org/wiki/Progressive_Party_of_Canada
677,CAN,SCR,Social Credit Rally,Ralliement créditiste,spec,https://parlgov.fly.dev/data/parties/can/677,1965,1968,,2,1965,4.7,"http://en.wikipedia.org/wiki/Social_Credit_Party_of_Canada_split,_1963"
2565,CAN,RP,Reconstruction Party of Canada,Reconstruction Party of Canada,con,https://parlgov.fly.dev/data/parties/can/2565,1935,1935,,1,1935,8.7,https://en.wikipedia.org/wiki/Reconstruction_Party_of_Canada
897,CAN,RPC,Reform Party of Canada,Reform Party of Canada,con,https://parlgov.fly.dev/data/parties/can/897,1988,2000,,4,2000,25.5,http://en.wikipedia.org/wiki/Reform_Party_of_Canada
1392,CAN,SSC,Social Credit Party of Canada,Social Credit Party of Canada,con,https://parlgov.fly.dev/data/parties/can/1392,1935,1980,,15,1963,11.9,http://en.wikipedia.org/wiki/Social_Credit_Party_of_Canada
2162,CAN,UE,Union of Electors,Union [Candidats] des électeurs,spec,https://parlgov.fly.dev/data/parties/can/2162,1949,1957,,2,1949,1.5,http://en.wikipedia.org/wiki/Union_of_Electors#Union_des_.C3.A9lecteurs
1602,CHE,FPS,Automobile Party | Freedom Party of Switzerland,Auto-Partei | Freiheitspartei der Schweiz,right,https://parlgov.fly.dev/data/parties/che/1602,1987,2003,,5,1991,5.1,http://en.wikipedia.org/wiki/Freedom_Party_of_Switzerland
1213,CHE,BDP,Conservative Democratic Party of Switzerland,Bürgerlich–Demokratische Partei (BDP) Graubünden,con,https://parlgov.fly.dev/data/parties/che/1213,2011,2019,2,3,2011,5.4,http://en.wikipedia.org/wiki/Conservative_Democratic_Party_of_Switzerland
1012,CHE,CsP-PCS,Christian Social Party,Christlich-soziale Partei – Parti chrétien-social,chr,https://parlgov.fly.dev/data/parties/che/1012,1971,2007,,6,1991,0.4,http://en.wikipedia.org/wiki/Christian_Social_Party_%28Switzerland%29
1318,CHE,EDU-UDF,Federal Democratic Union of Switzerland,Eidgenössisch-Demokratische Union – Union Démocratique Fédérale,con,https://parlgov.fly.dev/data/parties/che/1318,1979,2019,,10,1995,1.3,http://en.wikipedia.org/wiki/Federal_Democratic_Union_of_Switzerland
602,CHE,EVP-PEP,Protestant Peoples Party,Evangelische Volkspartei der Schweiz – Parti Populaire Evangelique Suisse,chr,https://parlgov.fly.dev/data/parties/che/602,1919,2019,,27,2007,2.4,http://en.wikipedia.org/wiki/Evangelical_People%27s_Party_of_Switzerland
569,CHE,FGr-ASF,Feminists and Green-Alternative Groups,Feministische und grün-alternative Gruppierungen – Alternative socialiste verte et groupements féministes,eco,https://parlgov.fly.dev/data/parties/che/569,1983,2019,,7,1987,2.4,http://de.wikipedia.org/wiki/Politische_Parteien_in_der_Schweiz
26,CHE,FDP-PRD,Radical Democratic Party,Freisinnig-Demokratische Partei der Schweiz – Parti Radical-Democratique Suisse,lib,https://parlgov.fly.dev/data/parties/che/26,1902,2019,37,33,1914,56.1,http://en.wikipedia.org/wiki/Free_Democratic_Party_of_Switzerland
886,CHE,DG,Democratic Group,Gruppe der Demokraten – Groupe des democrates,soc,https://parlgov.fly.dev/data/parties/che/886,1902,1967,,20,1905,4.4,https://en.wikipedia.org/wiki/Social-Political_Group
141,CHE,Grue,Greens,Grüne – Écologiste,eco,https://parlgov.fly.dev/data/parties/che/141,1979,2019,,11,2019,13.2,http://en.wikipedia.org/wiki/Green_Party_of_Switzerland
308,CHE,GPL-PVL,Green Liberal Party,Grünliberale Partei der Schweiz – Parti Vert-Libéral,eco,https://parlgov.fly.dev/data/parties/che/308,2007,2019,,4,2019,7.8,http://en.wikipedia.org/wiki/Green_Liberal_Party_of_Switzerland
531,CHE,KK/CVP,Catholic Conservative / Christian Democratic People's Party,Katholische Konservative / Christlichdemokratische Volkspartei – Conservateurs catholiques  /  Parti démocrate-chrétien,chr,https://parlgov.fly.dev/data/parties/che/531,1902,2019,37,33,1963,23.4,http://en.wikipedia.org/wiki/Christian_Democratic_People%27s_Party_of_Switzerland
1264,CHE,LdU-ADI,Independents Alliance,Landesring der Unabhängigen – Alliance des Indépendants,soc,https://parlgov.fly.dev/data/parties/che/1264,1935,1999,,17,1967,9.1,http://en.wikipedia.org/wiki/Ring_of_Independents
1500,CHE,LdT,Ticino League,Lega dei Ticinesi,right,https://parlgov.fly.dev/data/parties/che/1500,1991,2019,,8,1991,1.4,http://en.wikipedia.org/wiki/Ticino_League
458,CHE,LPS,Liberal Party of Switzerland,Liberale Partei der Schweiz – Parti liberal suisse,lib,https://parlgov.fly.dev/data/parties/che/458,1902,2007,2,30,1902,8.6,http://en.wikipedia.org/wiki/Liberal_Party_of_Switzerland
1960,CHE,LF/PEB,Liberal Socialist Party,Liberalsozialistische Partei / Freiwirtschaftliche Bewegung – Parti d'économie franche,lib,https://parlgov.fly.dev/data/parties/che/1960,1925,1955,,7,1935,1.2,http://de.wikipedia.org/wiki/Liberalsozialistische_Partei
628,CHE,NA|SD,National Action -- Swiss Democrats,Nationale Aktion – Action Nationale | Schweizer Demokraten – Démocrates Suisses,right,https://parlgov.fly.dev/data/parties/che/628,1967,2007,,11,1991,3.4,http://en.wikipedia.org/wiki/Swiss_Democrats
1167,CHE,PdA,Swiss Party of Labour,Partei der Arbeit der Schweiz,com,https://parlgov.fly.dev/data/parties/che/1167,1922,2019,,24,1947,5.1,http://en.wikipedia.org/wiki/Swiss_Labour_Party
224,CHE,PSA,Autonomous Socialist Party,Partito socialista autonomo,com,https://parlgov.fly.dev/data/parties/che/224,1975,1991,,5,1979,1.7,https://en.wikipedia.org/wiki/Autonomous_Socialist_Party_(Ticino)
964,CHE,POCH,Progressive Organisations of Switzerland,Progressive Organisationen der Schweiz – Organisations progressistes de Suisse,com,https://parlgov.fly.dev/data/parties/che/964,1975,1991,,5,1983,2.2,http://en.wikipedia.org/wiki/Progressive_Organizations_of_Switzerland
564,CHE,RB,Republican Movement,Republikanische Bewegung,right,https://parlgov.fly.dev/data/parties/che/564,1967,1983,,5,1971,4.3,http://en.wikipedia.org/wiki/Republican_Movement_%28Switzerland%29
750,CHE,SVP-UDC,Swiss People's Party,Schweizerische Volkspartei – Union Démocratique du Centre,agr,https://parlgov.fly.dev/data/parties/che/750,1919,2019,25,27,2015,29.4,http://en.wikipedia.org/wiki/Swiss_People%27s_Party
35,CHE,SP-PS,Social Democratic Party of Switzerland,Sozialdemokratische Partei der Schweiz – Parti Socialiste Suisse,soc,https://parlgov.fly.dev/data/parties/che/35,1902,2019,20,33,1917,30.8,http://en.wikipedia.org/wiki/Social_Democratic_Party_of_Switzerland
1226,CHE,S,Solidarity,solidaritéS,com,https://parlgov.fly.dev/data/parties/che/1226,1995,2019,,4,1999,0.5,http://en.wikipedia.org/wiki/Solidarit%C3%A9S
2818,CYP,AK,Famagusta for Cyprus, Ammókhostos yia tin Kípro,lib,https://parlgov.fly.dev/data/parties/cyp/2818,2021,2021,,1,2021,1.6,https://en.wikipedia.org/wiki/List_of_political_parties_in_Cyprus
2820,CYP,PL,People's Breath, Pní Laoú,right,https://parlgov.fly.dev/data/parties/cyp/2820,2021,2021,,1,2021,1.3,https://en.wikipedia.org/wiki/2021_Cypriot_legislative_election
2819,CYP,AM,Awakening 2020,Afypnisis 2020,spec,https://parlgov.fly.dev/data/parties/cyp/2819,2021,2021,,1,2021,1.4,https://en.wikipedia.org/wiki/2021_Cypriot_legislative_election
1049,CYP,ADK,Fighting Democratic Movement,Agonistiko Dimokratiko Kinima,right,https://parlgov.fly.dev/data/parties/cyp/1049,2001,2001,,1,2001,2.2,http://en.wikipedia.org/wiki/Fighting_Democratic_Movement
1779,CYP,ADISOK,Democratic Socialist Renewal Movement,Anorthotiko Dimokratiko Sosialistiko Kinima,com,https://parlgov.fly.dev/data/parties/cyp/1779,1991,1996,,2,1991,2.4,
572,CYP,AKEL,Progressive Party of Working People,Anorthotikó Kómma Ergazómenou Laoú,com,https://parlgov.fly.dev/data/parties/cyp/572,1976,2021,8,10,2001,34.7,http://en.wikipedia.org/wiki/Progressive_Party_of_Working_People
2741,CYP,DP,Democratic Alignment,Dimokratiki Parataxi,lib,https://parlgov.fly.dev/data/parties/cyp/2741,2019,2021,,1,2021,6.1,https://en.wikipedia.org/wiki/Democratic_Alignment_(Cyprus)
851,CYP,DIKO,Democratic Party,Dimokratikó Kómma,con,https://parlgov.fly.dev/data/parties/cyp/851,1976,2021,15,10,1976,71.2,http://en.wikipedia.org/wiki/Democratic_Party_%28Cyprus%29
1575,CYP,DISY,Democratic Rally,Dimokratikós Sinayermós,con,https://parlgov.fly.dev/data/parties/cyp/1575,1976,2021,9,10,1991,35.8,http://en.wikipedia.org/wiki/Dimokratikos_Synagermos
2815,CYP,EP,Active Citizens,Energi Polites,com,https://parlgov.fly.dev/data/parties/cyp/2815,2021,2021,,1,2021,3.3,https://en.wikipedia.org/wiki/Active_Citizens
1523,CYP,ED,United Democrats,Enomeni Dimokrates,lib,https://parlgov.fly.dev/data/parties/cyp/1523,1996,2006,,3,1996,3.7,http://en.wikipedia.org/wiki/United_Democrats
1777,CYP,EnKe,Union Centre,Enosi Kentrou,lib,https://parlgov.fly.dev/data/parties/cyp/1777,1981,1981,,1,1981,2.7,
1768,CYP,ELAM,National Popular Front,Ethniko Laiko Metopo,right,https://parlgov.fly.dev/data/parties/cyp/1768,2011,2021,,3,2021,6.8,http://en.wikipedia.org/wiki/ELAM_%28Cyprus%29
